"N","Time","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
180,2450,-0.38937,-52.059,3502.3,3508.9,403.82,321.58,6737,6739.5,8.1652,-37.994,3362,3362.5,-431.74,-539.03,1709.5,1712.6,-91.186,-151.3,2760.1,2763.5,83.205,39.383,4045.7,4057.6,145.19,141.17,975.69,974.31,1
180,2500,-0.41807,-52.094,3501.6,3508.2,402.14,325.33,6701.6,6704.1,8.3005,-38.002,3357.8,3362.4,-432.94,-535.31,1731.4,1734.5,-91.304,-150.82,2778.3,2778.9,82.742,39.092,4034.5,4043.1,145.17,141.17,965.59,964.18,1
180,2550,-0.44588,-52.125,3501.1,3507.7,404.46,328.72,6669.6,6672.1,8.4218,-37.869,3361.5,3365.7,-434.04,-531.92,1751.2,1754.3,-91.491,-150.38,2781.2,2781.9,82.611,38.828,4018.2,4031.1,145.17,141.17,956.87,955.44,1
180,2600,-0.47235,-52.154,3500.5,3507.1,406.92,331.77,6640.8,6643.3,8.5013,-37.749,3366.3,3373.4,-435.05,-528.86,1768.9,1772.1,-91.662,-150.4,2777.2,2781.6,82.682,38.589,4022.8,4029.5,145.17,141.17,949.34,947.89,1
180,2650,-0.49742,-52.18,3500.1,3506.7,409.14,334.51,6614.7,6617.2,8.5714,-37.675,3376,3381.5,-435.96,-526.09,1784.9,1788.1,-91.818,-151.43,2772.4,2781.1,82.745,38.374,4002.4,4009.1,145.17,141.18,942.83,941.36,1
180,2700,-0.52088,-52.204,3499.7,3506.3,411.14,336.98,6591.3,6593.8,8.6339,-37.787,3371.1,3380.1,-436.8,-523.59,1799.3,1802.4,-91.961,-151.26,2779.4,2792.3,82.801,38.178,3988.4,3992.7,145.18,141.19,937.19,935.71,1
180,2750,-0.54268,-52.225,3499.3,3505.9,412.94,339.2,6570.2,6572.7,8.6897,-37.887,3372.5,3373.3,-437.56,-521.33,1812.2,1815.4,-92.09,-151.34,2783.3,2802,82.851,38.002,3977.6,3982,145.18,141.21,932.31,930.82,1
180,2800,-0.56293,-52.245,3498.9,3505.6,414.56,341.19,6551.2,6553.7,8.7395,-37.976,3375.9,3379.3,-438.24,-519.29,1823.8,1827,-92.207,-151.93,2785.6,2805.5,82.896,37.992,3968,3972.3,145.19,141.22,928.08,926.58,1
180,2850,-0.58149,-52.263,3498.6,3505.3,416.02,342.98,6534.2,6536.7,8.7841,-38.057,3370.7,3375,-438.86,-517.46,1834.2,1837.4,-92.42,-152.46,2781,2805.7,82.936,38.038,3955.3,3963.7,145.2,141.24,924.41,922.9,1
180,2900,-0.59857,-52.279,3498.4,3505,417.33,344.59,6518.9,6521.3,8.8239,-38.129,3365.9,3370.2,-439.43,-515.81,1843.5,1846.7,-92.646,-152.93,2783.4,2801.5,82.971,38.079,3943.3,3952.7,145.22,141.25,921.21,919.69,1
180,2950,-0.61418,-52.293,3498.1,3504.7,418.51,346.03,6505.1,6507.5,8.8595,-38.193,3361.7,3366,-439.93,-514.32,1851.9,1855.1,-92.849,-153.36,2787.3,2803.1,83.003,38.115,3932.5,3941.9,145.23,141.26,918.42,916.9,1
180,3000,-0.6284,-52.306,3497.9,3504.5,419.57,347.33,6492.7,6495.2,8.8913,-38.25,3357.9,3362.2,-440.39,-512.98,1859.4,1862.7,-93.032,-153.75,2789.9,2805.7,83.031,38.148,3931.6,3939.9,145.24,141.28,915.99,914.47,1
180,3050,-0.64134,-52.318,3497.7,3504.3,420.52,348.49,6481.6,6484.1,8.9198,-38.324,3356.4,3363.9,-440.8,-511.78,1866.2,1869.4,-93.196,-154.09,2792.2,2808,82.895,38.177,3938,3942.5,145.25,141.29,913.86,912.34,1
180,3100,-0.65313,-52.328,3497.6,3504.2,421.38,349.53,6471.6,6474.1,8.9452,-38.422,3360.4,3364.2,-441.17,-510.7,1872.3,1875.5,-93.344,-154.4,2798.7,2814.5,82.731,38.204,3942.8,3944.8,145.26,141.3,912,910.47,1
180,3150,-0.67141,-52.34,3497.4,3504,422.11,350.44,6462.9,6465.3,8.9733,-38.52,3361,3363.6,-441.5,-509.76,1877.6,1880.9,-93.482,-154.61,2803.1,2819,82.571,38.224,3941.5,3943.6,145.27,141.32,910.4,908.87,1
180,3200,-0.68078,-52.348,3497.3,3503.9,422.77,351.26,6455.1,6457.5,8.9931,-38.599,3361,3362.8,-441.78,-508.92,1882.4,1885.6,-93.598,-154.51,2807.1,2823,82.443,38.244,3940.5,3942.6,145.28,141.33,909.01,907.48,1
180,3250,-0.68774,-52.356,3497.1,3503.8,423.38,351.99,6448,6450.5,9.0111,-38.669,3363.7,3365.6,-442.04,-508.16,1886.7,1889.9,-93.643,-154.42,2810.7,2826.6,82.329,38.263,3939.5,3941.6,145.28,141.34,907.78,906.24,1
180,3300,-0.6942,-52.362,3497,3503.7,423.92,352.66,6441.7,6444.1,9.0271,-38.731,3362.7,3364.8,-442.27,-507.48,1890.5,1893.8,-93.684,-154.34,2813.9,2829.8,82.226,38.28,3938.1,3940.8,145.29,141.35,906.69,905.15,1
180,3350,-0.70025,-52.368,3496.9,3503.6,424.41,353.25,6436,6438.4,9.0413,-38.786,3364.3,3365.8,-442.49,-506.86,1894,1897.2,-93.721,-154.27,2816.8,2832.7,82.134,38.253,3935.1,3938.3,145.3,141.35,905.73,904.19,1
180,3400,-0.70587,-52.373,3496.8,3503.5,424.85,353.79,6430.9,6433.3,9.0539,-38.835,3365.7,3367.2,-442.68,-506.3,1897.1,1900.3,-93.755,-154.21,2819.4,2835.3,82.051,38.208,3932.5,3935.6,145.3,141.36,904.87,903.33,1
180,3450,-0.71104,-52.378,3496.8,3503.4,425.25,354.27,6426.3,6428.7,9.0652,-38.879,3367,3368.5,-442.86,-505.8,1899.8,1903.1,-93.786,-154.15,2821.7,2837.7,81.976,38.167,3930.3,3937.4,145.31,141.37,904.11,902.57,1
180,3500,-0.71954,-52.383,3496.7,3503.3,425.58,354.68,6422.3,6424.7,9.0777,-38.923,3368.1,3369.6,-443,-505.37,1902.3,1905.6,-93.816,-154.14,2823.8,2839.3,81.903,38.128,3931.9,3939,145.31,141.38,903.46,901.92,1
180,3550,-0.72298,-52.387,3496.6,3503.3,425.89,355.06,6418.7,6421.1,9.0864,-38.958,3369.1,3370.6,-443.14,-504.98,1904.5,1907.8,-93.839,-154.15,2825.6,2838.9,81.845,38.097,3933.4,3940.5,145.32,141.38,902.88,901.34,1
180,3600,-0.72617,-52.39,3496.6,3503.2,426.18,355.4,6415.4,6417.8,9.0945,-38.99,3369.7,3371.9,-443.26,-504.62,1906.5,1909.8,-93.861,-154.17,2827.3,2838.5,81.792,38.067,3934.8,3941.9,145.32,141.39,902.35,900.81,1
180,3650,-0.73158,-52.394,3496.5,3503.2,426.42,355.7,6412.5,6414.9,9.1031,-39.02,3369.4,3372.5,-443.37,-504.31,1908.2,1911.5,-93.881,-154.18,2828.7,2838.1,81.741,38.04,3936,3943.1,145.33,141.39,901.9,900.35,1
180,3700,-0.73416,-52.396,3496.5,3503.1,426.64,355.97,6409.9,6412.3,9.1092,-39.045,3370,3373.1,-443.46,-504.03,1909.8,1913.1,-93.898,-154.19,2828.5,2837.8,81.7,38.015,3937,3944.1,145.33,141.4,901.49,899.95,1
180,3750,-0.73621,-52.399,3496.4,3503.1,426.84,356.22,6407.6,6410,9.1147,-39.067,3370.5,3373.6,-443.55,-503.77,1911.2,1914.5,-93.913,-154.2,2828.3,2837.6,81.663,37.993,3938,3945.1,145.33,141.4,901.13,899.58,1
180,3800,-0.73993,-52.401,3496.4,3503,427.02,356.43,6405.5,6408,9.1207,-39.088,3371,3374.1,-443.63,-503.55,1912.5,1915.8,-93.928,-154.21,2828,2837.3,81.627,37.971,3938.8,3945.9,145.34,141.4,900.81,899.27,1
180,3850,-0.74142,-52.403,3496.4,3503,427.18,356.62,6403.7,6406.1,9.125,-39.106,3371.4,3374.5,-443.7,-503.35,1913.6,1916.9,-93.94,-154.21,2827.8,2837.1,81.598,37.954,3939.6,3946.7,145.34,141.41,900.52,898.98,1
180,3900,-0.74411,-52.405,3496.4,3503,427.31,356.79,6402.1,6404.5,9.1297,-39.123,3371.7,3374.9,-443.76,-503.17,1914.6,1917.9,-93.952,-154.22,2827.6,2836.9,81.569,37.936,3940.2,3947.4,145.34,141.41,900.28,898.73,1
180,3950,-0.74622,-52.407,3496.3,3503,427.45,356.95,6400.5,6402.9,9.1341,-39.139,3372.1,3374.7,-443.82,-503.01,1915.5,1918.8,-93.962,-154.23,2827.4,2836.8,81.543,37.92,3940.9,3948,145.34,141.41,900.04,898.49,1
180,4000,-0.74725,-52.408,3496.3,3502.9,427.56,357.09,6399.2,6401.6,9.1369,-39.15,3372.3,3374,-443.87,-502.87,1916.3,1919.6,-93.971,-154.23,2827.3,2836.6,81.523,37.908,3941.4,3948.5,145.35,141.41,899.84,898.3,1
180,4050,-0.74888,-52.409,3496.3,3502.9,427.66,357.21,6398,6400.4,9.1402,-39.163,3371.6,3373.3,-443.91,-502.74,1917,1920.3,-93.979,-154.24,2827.2,2836.5,81.503,37.896,3941.9,3949,145.35,141.42,899.66,898.12,1
180,4100,-0.75017,-52.41,3496.3,3502.9,427.75,357.32,6397,6399.4,9.1429,-39.173,3371.1,3372.8,-443.95,-502.63,1917.6,1920.9,-93.986,-154.24,2827,2836.3,81.486,37.885,3942.3,3949.4,145.35,141.42,899.51,897.97,1
180,4150,-0.75125,-52.411,3496.2,3502.9,427.82,357.41,6396.1,6398.5,9.1454,-39.182,3370.6,3372.3,-443.98,-502.53,1918.2,1921.5,-93.992,-154.24,2826.9,2836.2,81.471,37.876,3942.7,3949.8,145.35,141.42,899.38,897.83,1
180,4200,-0.75213,-52.412,3496.2,3502.9,427.9,357.51,6395.2,6397.6,9.1477,-39.19,3370.1,3371.8,-444.01,-502.43,1918.7,1922,-93.997,-154.25,2826.8,2836.1,81.457,37.867,3943,3950.2,145.35,141.42,899.25,897.7,1
180,4250,-0.75317,-52.413,3496.2,3502.8,427.96,357.58,6394.5,6396.9,9.1501,-39.198,3369.7,3371.4,-444.04,-502.36,1919.2,1922.5,-94.002,-154.25,2826.7,2836,81.444,37.859,3943.3,3950.5,145.35,141.42,899.14,897.59,1
180,4300,-0.75373,-52.414,3496.2,3502.8,428.01,357.65,6393.9,6396.3,9.1516,-39.204,3369.4,3371.1,-444.06,-502.29,1919.6,1922.9,-94.006,-154.25,2826.7,2836,81.435,37.853,3943.6,3950.7,145.35,141.42,899.05,897.5,1
180,4350,-0.7544,-52.414,3496.2,3502.8,428.07,357.71,6393.3,6395.7,9.1534,-39.21,3369.1,3370.7,-444.08,-502.23,1919.9,1923.2,-94.01,-154.25,2826.6,2835.9,81.424,37.846,3943.8,3951,145.35,141.42,898.96,897.41,1
180,4400,-0.75489,-52.415,3496.2,3502.8,428.11,357.77,6392.7,6395.1,9.1549,-39.216,3368.8,3370.5,-444.1,-502.17,1920.3,1923.6,-94.014,-154.26,2826.5,2835.8,81.416,37.841,3944,3951.2,145.35,141.42,898.88,897.33,1
180,4450,-0.75537,-52.415,3496.2,3502.8,428.15,357.81,6392.3,6394.7,9.1539,-39.221,3368.5,3370.2,-444.11,-502.12,1920.5,1923.8,-94.017,-154.26,2826.5,2835.8,81.408,37.836,3944.2,3951.4,145.35,141.43,898.81,897.27,1
180,4500,-0.75556,-52.416,3496.2,3502.8,428.18,357.85,6391.9,6394.3,9.1517,-39.224,3368.4,3370,-444.13,-502.08,1920.8,1924.1,-94.019,-154.26,2826.4,2835.7,81.403,37.832,3944.4,3951.5,145.35,141.43,898.76,897.22,1
180,4550,-0.75578,-52.416,3496.2,3502.8,428.21,357.89,6391.6,6394,9.1495,-39.228,3368.2,3369.8,-444.14,-502.05,1921,1924.3,-94.021,-154.26,2826.4,2835.7,81.397,37.828,3944.5,3951.6,145.35,141.43,898.71,897.17,1
180,4600,-0.75592,-52.416,3496.2,3502.8,428.23,357.92,6391.3,6393.7,9.148,-39.231,3368,3369.7,-444.14,-502.02,1921.1,1924.4,-94.023,-154.26,2826.3,2835.6,81.393,37.825,3944.6,3951.7,145.36,141.43,898.67,897.13,1
180,4650,-0.75599,-52.416,3496.2,3502.8,428.25,357.94,6391.1,6393.5,9.1465,-39.234,3367.9,3369.6,-444.15,-501.99,1921.3,1924.6,-94.024,-154.26,2826.3,2835.6,81.389,37.821,3944.7,3951.9,145.36,141.43,898.64,897.09,1
180,4700,-0.756,-52.417,3496.2,3502.8,428.27,357.97,6390.8,6393.2,9.145,-39.236,3367.8,3369.4,-444.16,-501.97,1921.5,1924.8,-94.026,-154.26,2826.3,2835.6,81.385,37.818,3944.8,3952,145.36,141.43,898.6,897.05,1
180,4750,-0.75594,-52.417,3496.1,3502.8,428.28,357.99,6390.6,6393,9.1441,-39.239,3367.7,3369.3,-444.16,-501.95,1921.6,1924.9,-94.027,-154.27,2826.2,2835.5,81.382,37.815,3944.9,3952,145.36,141.43,898.57,897.03,1
180,4800,-0.75591,-52.417,3496.1,3502.8,428.29,358,6390.5,6392.9,9.1437,-39.24,3367.6,3369.3,-444.16,-501.94,1921.6,1924.9,-94.027,-154.27,2826.2,2835.5,81.381,37.814,3944.9,3952.1,145.36,141.43,898.56,897.02,1
180,4850,-0.75579,-52.417,3496.1,3502.8,428.3,358.01,6390.5,6392.9,9.1433,-39.24,3367.6,3369.2,-444.16,-501.93,1921.7,1925,-94.028,-154.27,2826.2,2835.5,81.38,37.812,3944.9,3952.1,145.36,141.43,898.55,897,1
180,4900,-0.75579,-52.417,3496.1,3502.8,428.3,358.01,6390.5,6392.9,9.1433,-39.24,3367.6,3369.2,-444.16,-501.93,1921.7,1925,-94.028,-154.27,2826.2,2835.5,81.38,37.812,3944.9,3952.1,145.36,141.43,898.55,897,1
180,4950,-0.75579,-52.417,3496.1,3502.8,428.3,358.01,6390.5,6392.9,9.1433,-39.24,3367.6,3369.2,-444.16,-501.93,1921.7,1925,-94.028,-154.27,2826.2,2835.5,81.38,37.812,3944.9,3952.1,145.36,141.43,898.55,897,1
180,5000,-0.75579,-52.417,3496.1,3502.8,428.3,358.01,6390.5,6392.9,9.1433,-39.24,3367.6,3369.2,-444.16,-501.93,1921.7,1925,-94.028,-154.27,2826.2,2835.5,81.38,37.812,3944.9,3952.1,145.36,141.43,898.55,897,1
